engagement_id,customer_id,engagement_date,login_frequency,time_spent,pages_visited,purchase_clicks,feedback_score,email_open_rate,promo_redemptions
474,474,8/20/2021,80,126,410,68,5.3,1.1,921
475,475,10/18/2021,46,53,225,19,8.2,13.3,425
476,476,9/5/2021,84,1432,521,12,0.1,40.5,969
477,477,5/9/2021,94,822,459,6,6.0,69.1,12
478,478,5/14/2021,59,1063,675,16,9.7,77.3,12
479,479,11/26/2021,31,674,498,67,7.2,4.3,813
480,480,2/7/2021,100,350,69,9,4.1,28.0,145
481,481,6/9/2021,8,811,316,44,5.5,9.5,501
482,482,6/30/2021,7,212,352,22,2.6,72.7,441
483,483,5/16/2021,50,359,917,10,3.1,32.6,920
484,484,10/14/2021,57,925,127,51,2.5,59.1,796
485,485,9/23/2021,1,138,825,100,7.0,14.6,371
486,486,8/1/2021,37,609,391,67,2.6,21.5,677
487,487,5/26/2021,12,679,219,37,8.9,49.9,699
488,488,8/19/2021,75,512,511,92,2.6,32.6,338
489,489,11/4/2021,99,1090,937,76,0.4,33.9,694
490,490,9/6/2021,28,1024,453,55,4.0,26.6,4
491,491,5/16/2021,72,932,137,88,3.2,39.0,988
492,492,7/29/2021,14,806,837,92,5.2,8.2,998
493,493,11/26/2021,2,1438,157,7,2.2,1.6,167
494,494,10/9/2021,17,522,932,56,7.6,50.3,277
495,495,1/19/2021,72,1261,168,45,0.3,75.6,910
496,496,3/31/2021,100,1317,864,54,4.2,64.4,141
497,497,1/10/2021,42,1105,492,75,8.3,7.5,24
498,498,12/18/2021,27,1135,517,55,6.8,98.3,102
499,499,7/18/2021,63,490,131,25,8.6,41.6,70
500,500,6/23/2021,93,196,81,81,4.3,34.6,620
501,501,1/24/2021,37,481,499,18,2.1,55.2,819
502,502,5/3/2021,78,577,279,49,8.7,49.4,767
503,503,7/20/2021,82,1197,587,96,9.0,2.6,824
504,504,5/3/2021,90,1068,11,49,5.4,92.6,315
505,505,4/6/2021,31,1426,286,2,6.8,30.1,479
506,506,1/26/2021,6,399,264,30,9.5,60.8,794
507,507,1/19/2021,65,1316,286,64,6.6,6.4,255
508,508,6/18/2021,13,1241,205,61,3.2,38.8,774
509,509,2/14/2021,92,1011,601,90,3.1,79.3,580
510,510,4/22/2021,75,1020,735,29,6.1,12.8,141
511,511,8/22/2021,9,1360,655,100,0.8,88.3,478
512,512,12/4/2021,70,1023,148,60,8.5,48.9,519
513,513,1/22/2021,36,816,430,10,4.9,34.9,392
514,514,8/10/2021,51,287,635,54,8.9,29.8,696
515,515,4/20/2021,45,744,47,91,4.5,2.0,733
516,516,3/19/2021,17,548,662,90,7.2,48.8,888
517,517,7/11/2021,94,1328,611,84,1.7,26.0,529
518,518,6/10/2021,35,234,993,0,1.8,25.1,717
519,519,3/6/2021,29,58,451,19,8.5,56.8,145
520,520,6/22/2021,39,1423,42,48,8.5,48.8,982
521,521,1/12/2021,87,1135,830,18,6.0,82.1,994
522,522,2/24/2021,99,972,226,53,8.8,37.7,499
523,523,10/19/2021,23,1152,620,36,3.4,40.4,349
524,524,8/21/2021,98,1333,908,25,1.4,55.6,417
525,525,2/14/2021,96,1220,168,56,4.3,36.5,185
526,526,2/16/2021,24,614,67,19,9.6,79.7,791
527,527,12/2/2021,23,708,672,39,3.2,8.6,708
528,528,12/11/2021,5,568,32,19,3.0,50.6,969
529,529,9/3/2021,0,947,521,62,9.8,3.5,28
530,530,1/11/2021,94,266,951,81,9.0,76.8,247
531,531,6/24/2021,40,1166,393,43,8.1,55.0,382
532,532,6/17/2021,3,488,671,37,4.4,12.1,949
533,533,12/26/2021,72,1127,515,48,1.2,0.1,457
534,534,2/22/2021,28,197,10,18,3.5,71.4,893
535,535,10/16/2021,33,572,297,24,4.2,26.3,887
536,536,8/29/2021,75,696,637,82,4.1,77.9,808
537,537,3/4/2021,54,1436,161,100,9.8,16.6,109
538,538,2/26/2021,68,1021,922,61,8.8,15.1,282
539,539,5/11/2021,78,459,128,12,9.9,85.4,859
540,540,12/8/2021,99,729,593,62,3.5,79.8,187
541,541,8/12/2021,27,284,906,12,4.9,74.6,895
542,542,12/16/2021,2,942,843,79,1.1,43.5,172
543,543,1/31/2021,2,209,659,17,2.4,30.3,270
544,544,3/25/2021,84,566,395,33,9.8,81.7,164
545,545,4/25/2021,4,1204,527,21,3.2,44.1,704
546,546,2/23/2021,9,698,733,98,8.2,65.8,789
547,547,11/9/2021,70,861,363,46,0.7,98.2,61
548,548,7/23/2021,9,115,892,1,10.0,79.1,684
549,549,10/24/2021,67,594,756,51,0.1,29.1,420
550,550,9/24/2021,74,892,12,44,5.3,36.5,812
551,551,2/10/2021,5,462,103,45,0.6,19.4,321
552,552,6/21/2021,64,941,188,14,8.5,58.2,776
553,553,7/17/2021,91,109,186,52,5.5,50.9,493
554,554,12/27/2021,63,73,436,65,6.0,2.0,944
555,555,6/28/2021,1,571,225,11,7.6,93.6,600
556,556,12/26/2021,100,1410,134,60,5.5,48.9,536
557,557,3/9/2021,86,403,823,29,3.2,72.9,433
558,558,9/2/2021,11,550,422,46,0.3,15.4,556
559,559,10/30/2021,16,143,277,69,0.5,68.5,132
560,560,3/1/2021,27,1049,479,100,0.9,54.7,1000
561,561,12/19/2021,47,118,447,51,7.0,68.9,24
562,562,6/26/2021,13,847,988,53,5.5,94.3,642
563,563,3/18/2021,69,788,425,51,9.9,0.6,930
564,564,12/7/2021,52,1251,0,68,5.5,98.4,633
565,565,5/6/2021,58,416,586,77,3.2,3.4,892
566,566,2/4/2021,38,946,444,87,9.3,44.6,700
567,567,7/13/2021,10,1218,790,73,7.1,19.7,837
568,568,4/10/2021,9,39,387,86,7.9,89.0,778
569,569,1/20/2021,60,1193,417,41,5.9,27.2,874
570,570,9/20/2021,74,1321,183,58,7.2,82.1,429
571,571,2/10/2021,81,104,399,45,2.0,72.8,215
572,572,2/8/2021,94,1201,921,39,5.4,88.9,851
573,573,2/10/2021,100,606,227,47,8.2,26.1,46
574,574,9/3/2021,83,210,595,51,2.1,65.6,552
575,575,12/20/2021,29,178,974,78,7.4,97.5,532
576,576,11/9/2021,24,507,612,42,3.8,27.4,353
577,577,1/24/2021,19,860,16,39,5.6,10.8,238
578,578,9/19/2021,73,1152,382,52,2.3,56.9,453
579,579,8/10/2021,42,349,62,16,1.9,85.6,358
580,580,8/1/2021,63,1205,963,18,9.3,14.0,613
581,581,4/26/2021,66,520,354,88,9.7,33.8,34
582,582,9/10/2021,17,1166,316,50,8.8,50.0,878
583,583,11/13/2021,94,1051,958,56,5.9,48.1,846
584,584,5/26/2021,1,494,839,14,8.4,40.3,53
585,585,1/1/2021,100,1087,555,46,8.4,86.0,687
586,586,8/27/2021,23,952,978,22,5.8,32.7,617
587,587,12/7/2021,51,733,892,71,2.4,98.7,354
588,588,7/13/2021,20,994,480,14,0.8,29.9,875
589,589,5/19/2021,51,770,219,75,4.9,49.0,939
590,590,12/9/2021,70,54,179,69,1.8,30.7,620
591,591,1/8/2021,61,172,109,38,1.7,67.4,386
592,592,7/31/2021,40,1369,693,64,4.1,93.3,876
593,593,5/11/2021,43,1342,607,51,5.1,40.6,429
594,594,4/22/2021,70,880,154,59,1.4,82.1,149
595,595,5/18/2021,56,1436,566,23,7.5,19.1,793
596,596,1/24/2021,31,1401,532,96,3.1,66.0,665
597,597,12/12/2021,29,8,553,58,2.8,25.9,283
598,598,10/3/2021,7,475,486,10,9.9,28.2,366
599,599,4/6/2021,75,119,278,42,0.6,37.1,183
600,600,4/8/2021,92,1141,257,79,9.5,82.9,718
601,601,4/5/2021,21,560,120,27,4.6,77.9,898
602,602,6/6/2021,82,1117,189,26,8.0,69.4,624
603,603,8/29/2021,84,1249,185,96,5.8,10.9,756
604,604,12/21/2021,14,877,937,58,3.3,33.7,67
605,605,2/2/2021,32,274,657,17,9.0,7.9,553
606,606,6/8/2021,87,340,690,72,9.4,95.2,788
607,607,10/11/2021,30,1201,239,80,6.2,10.5,72
608,608,7/15/2021,25,465,85,66,6.6,4.5,964
609,609,6/29/2021,0,902,173,19,5.0,96.3,48
610,610,11/13/2021,13,1392,709,40,7.6,75.1,289
611,611,7/2/2021,34,1366,869,32,3.8,25.1,979
612,612,3/25/2021,70,821,762,16,4.2,70.1,431
613,613,7/20/2021,98,1245,279,0,5.5,43.2,614
614,614,8/27/2021,27,266,685,67,3.6,75.1,210
615,615,2/13/2021,17,640,916,19,3.0,74.6,669
616,616,2/9/2021,23,1128,528,26,9.1,29.8,953
617,617,10/24/2021,20,327,767,98,6.0,51.8,881
618,618,6/16/2021,34,22,898,44,0.2,45.1,340
619,619,12/26/2021,17,121,807,95,6.4,16.2,913
620,620,3/28/2021,94,1050,667,42,9.6,70.6,457
621,621,10/28/2021,56,812,67,34,1.1,3.8,198
622,622,4/22/2021,0,705,849,74,5.8,64.2,283
623,623,11/13/2021,90,114,953,76,3.9,66.2,63
624,624,12/9/2021,4,217,546,63,9.0,13.4,337
625,625,11/9/2021,12,1334,47,64,3.8,35.5,239
626,626,6/9/2021,23,1110,988,92,8.6,1.5,678
627,627,10/4/2021,99,12,114,59,5.5,40.6,847
628,628,10/6/2021,22,166,699,15,4.0,39.6,239
629,629,7/3/2021,60,690,618,5,3.5,81.8,970
630,630,3/18/2021,57,1374,714,88,0.9,9.7,375
631,631,12/11/2021,23,1311,196,41,0.6,19.8,565
632,632,7/10/2021,54,347,485,86,6.0,81.3,784
633,633,8/4/2021,56,1111,609,2,8.2,82.5,838
634,634,7/1/2021,42,1368,480,53,2.5,14.6,657
635,635,9/2/2021,11,1048,964,90,5.8,36.1,648
636,636,11/5/2021,81,742,941,15,2.4,99.9,138
637,637,8/21/2021,8,657,864,92,6.7,72.8,538
638,638,3/6/2021,67,995,576,78,3.9,89.6,929
639,639,11/3/2021,46,1414,987,61,4.1,81.6,243
640,640,6/17/2021,66,193,908,62,4.3,11.8,161
641,641,10/3/2021,6,374,193,99,8.0,5.2,325
642,642,7/20/2021,61,872,57,93,1.3,75.4,480
643,643,5/12/2021,36,370,81,68,0.8,74.5,627
644,644,11/28/2021,24,122,848,63,8.9,83.2,653
645,645,5/20/2021,78,1324,938,74,1.0,33.7,266
646,646,11/7/2021,77,439,916,96,0.2,14.7,990
647,647,4/13/2021,61,1000,521,5,6.4,26.2,756
648,648,9/2/2021,40,77,388,11,8.4,47.1,27
649,649,3/14/2021,49,90,739,72,2.0,37.5,973
650,650,9/14/2021,17,550,147,40,9.1,71.4,336
651,651,5/13/2021,78,1187,657,54,7.5,80.9,654
652,652,10/18/2021,26,444,264,9,0.2,52.8,94
653,653,7/27/2021,3,196,787,92,5.7,73.4,681
654,654,9/4/2021,17,708,49,89,2.0,22.7,529
655,655,6/19/2021,67,922,439,94,0.5,33.8,781
656,656,4/23/2021,5,1094,916,86,2.2,12.9,401
657,657,8/27/2021,51,966,177,56,7.0,14.2,552
658,658,1/23/2021,55,1037,669,12,1.1,53.6,327
659,659,5/8/2021,24,306,107,22,5.5,74.9,216
660,660,5/22/2021,35,577,784,97,3.8,7.7,777
661,661,8/16/2021,22,195,284,67,3.3,50.7,509
662,662,1/16/2021,40,479,128,43,3.0,37.4,131
663,663,12/6/2021,46,76,82,44,8.6,4.5,922
664,664,11/9/2021,88,758,510,31,4.2,23.4,500
665,665,9/10/2021,53,634,341,74,8.3,51.3,291
666,666,12/15/2021,9,37,473,47,1.6,55.6,737
667,667,5/22/2021,29,267,760,89,3.3,62.9,894
668,668,11/1/2021,6,1345,655,18,2.2,37.8,395
669,669,7/12/2021,4,546,927,87,8.5,98.7,448
670,670,2/18/2021,85,185,794,23,7.1,5.7,193
671,671,1/19/2021,39,184,11,98,9.7,38.4,77
672,672,5/30/2021,18,1425,174,83,9.3,5.0,500
673,673,8/10/2021,93,506,685,67,1.8,70.4,361
674,674,8/5/2021,45,1090,231,60,8.4,91.8,797
675,675,1/16/2021,4,460,752,98,1.4,2.3,358
676,676,6/25/2021,99,894,308,72,5.6,8.8,972
677,677,8/25/2021,59,148,513,58,0.5,77.1,14
678,678,10/3/2021,80,1289,253,22,4.7,22.5,107
679,679,4/29/2021,71,478,954,54,5.4,11.7,140
680,680,10/23/2021,53,1210,726,55,8.4,65.4,9
681,681,8/8/2021,9,824,276,71,5.0,58.6,664
682,682,9/25/2021,0,542,415,10,5.8,46.2,587
683,683,10/29/2021,51,1193,664,4,5.4,11.9,875
684,684,10/15/2021,28,607,489,62,5.8,51.9,892
685,685,10/3/2021,11,134,363,54,1.5,17.8,248
686,686,5/5/2021,52,199,310,25,1.6,17.8,672
687,687,12/28/2021,47,88,3,32,4.3,64.8,75
688,688,4/30/2021,96,1125,57,46,4.6,23.1,523
689,689,11/9/2021,40,280,483,54,9.1,71.3,698
690,690,11/4/2021,92,494,398,90,6.0,90.8,950
691,691,5/14/2021,22,924,886,2,5.4,63.6,387
692,692,4/22/2021,45,751,870,73,5.9,95.2,408
693,693,8/14/2021,94,833,900,60,2.1,96.3,460
694,694,8/6/2021,5,806,23,9,6.4,81.1,687
695,695,4/13/2021,77,1015,883,20,1.1,82.6,837
696,696,2/25/2021,60,44,348,2,4.1,29.0,612
697,697,10/12/2021,11,695,286,18,0.9,48.2,192
698,698,1/2/2021,32,474,964,90,7.3,3.9,47
699,699,12/8/2021,86,1057,814,98,7.3,77.2,942
700,700,4/27/2021,55,1335,547,41,2.6,98.1,574
701,701,12/18/2021,11,813,451,47,8.8,88.2,315
702,702,2/17/2021,62,460,343,85,4.7,11.0,822
703,703,11/25/2021,100,443,426,72,5.2,72.2,617
704,704,11/10/2021,90,1107,589,57,3.8,4.3,152
705,705,1/10/2021,26,598,475,100,8.7,51.4,951
706,706,11/1/2021,37,167,846,90,5.4,66.9,871
707,707,7/23/2021,5,1329,286,54,7.5,77.1,378
708,708,12/5/2021,89,160,376,99,4.2,35.2,714
709,709,5/3/2021,6,226,689,8,6.5,45.5,151
710,710,12/13/2021,43,90,647,100,4.8,13.7,9
711,711,5/21/2021,70,1415,929,20,8.2,28.8,354
712,712,1/6/2021,32,175,643,3,7.9,21.2,929
713,713,12/5/2021,79,337,456,93,2.0,93.6,665
714,714,4/14/2021,39,177,927,12,4.4,43.8,753
715,715,3/18/2021,9,755,435,44,9.1,31.8,565
716,716,3/10/2021,25,502,247,0,6.1,27.3,454
717,717,8/17/2021,77,137,598,20,4.1,89.9,395
718,718,1/16/2021,74,865,766,69,2.0,13.1,417
719,719,10/10/2021,39,594,917,89,3.2,29.2,470
720,720,5/1/2021,41,1296,643,60,3.4,32.2,716
721,721,10/8/2021,28,775,514,25,6.1,40.0,99
722,722,4/16/2021,90,1072,542,43,1.2,70.3,86
723,723,12/21/2021,53,1364,401,51,2.4,11.2,37
724,724,5/29/2021,20,236,633,1,5.4,46.1,174
725,725,9/3/2021,26,1092,11,13,9.6,75.5,528
726,726,6/9/2021,2,539,645,32,2.1,82.0,108
727,727,3/8/2021,15,456,291,24,4.8,55.1,526
728,728,6/6/2021,3,1351,803,44,2.6,77.2,660
729,729,1/21/2021,85,22,32,55,8.4,38.3,197
730,730,10/16/2021,11,554,918,17,7.8,35.0,681
731,731,10/22/2021,26,1318,871,73,4.4,74.8,676
732,732,8/5/2021,91,341,513,42,5.6,8.7,265
733,733,11/26/2021,99,972,562,89,1.7,95.9,302
734,734,7/16/2021,13,990,923,9,1.5,57.1,332
735,735,5/16/2021,68,552,114,47,0.1,73.9,953
736,736,6/26/2021,98,275,991,56,0.7,64.4,174
737,737,1/12/2021,1,1306,416,4,2.8,0.7,66
738,738,7/27/2021,3,409,133,14,5.3,85.7,149
739,739,10/17/2021,13,1307,439,82,4.8,76.6,224
740,740,1/27/2021,35,1080,648,80,2.5,47.7,744
741,741,10/12/2021,2,1430,109,23,0.7,36.5,409
742,742,9/4/2021,91,17,487,58,1.4,52.4,379
743,743,6/9/2021,59,525,232,38,1.2,88.0,564
744,744,7/18/2021,68,1127,89,72,5.7,95.5,435
745,745,7/2/2021,59,1120,961,87,8.2,38.4,474
746,746,5/7/2021,84,992,291,50,6.0,54.9,196
747,747,4/29/2021,8,1168,731,56,3.1,85.5,801
748,748,3/14/2021,36,117,987,61,2.0,35.8,125
749,749,4/4/2021,73,50,955,6,8.6,91.0,506
750,750,1/4/2021,21,57,258,21,3.9,52.8,169
751,751,11/21/2021,55,675,133,95,3.3,23.4,463
752,752,1/20/2021,7,73,321,16,8.6,16.1,148
753,753,3/10/2021,33,1201,821,13,3.1,49.4,704
754,754,3/22/2021,18,981,223,59,9.6,88.1,302
755,755,12/1/2021,78,48,356,69,7.6,2.8,827
756,756,3/21/2021,2,38,271,37,4.0,10.4,771
757,757,10/7/2021,32,528,641,79,7.6,37.8,584
758,758,11/4/2021,3,472,966,78,7.5,24.5,404
759,759,5/24/2021,56,676,794,71,0.2,5.0,810
760,760,11/28/2021,6,663,889,50,9.7,53.1,963
761,761,9/2/2021,42,158,461,10,0.2,45.2,175
762,762,12/9/2021,41,396,470,4,7.3,51.3,742
763,763,11/7/2021,64,550,403,93,0.7,26.4,703
764,764,10/24/2021,88,274,658,40,0.5,79.8,39
765,765,2/15/2021,28,1401,621,74,5.9,20.8,986
766,766,7/11/2021,44,1051,700,19,5.8,33.6,3
767,767,7/6/2021,3,915,934,2,1.3,25.8,575
768,768,2/16/2021,78,1320,265,46,9.2,7.4,927
769,769,1/4/2021,59,643,105,51,5.3,47.5,150
770,770,5/29/2021,59,956,213,70,2.6,17.2,900
771,771,12/23/2021,46,814,823,70,0.8,68.7,108
772,772,5/28/2021,2,141,178,19,0.9,36.1,45
773,773,9/16/2021,32,508,397,93,0.5,48.5,449
774,774,6/21/2021,100,1141,169,67,6.6,31.4,4
775,775,5/30/2021,41,61,471,78,1.6,88.6,317
776,776,5/25/2021,13,1362,12,85,7.9,48.9,671
777,777,4/7/2021,62,241,438,33,7.2,37.0,742
778,778,3/23/2021,35,717,148,62,6.1,70.1,81
779,779,6/18/2021,62,473,867,52,9.4,58.3,349
780,780,3/22/2021,27,1288,810,93,4.1,9.9,611
781,781,12/17/2021,86,1033,497,100,3.1,10.5,101
782,782,6/3/2021,46,502,392,32,8.0,53.2,824
783,783,4/19/2021,86,561,584,31,5.5,55.5,632
784,784,5/7/2021,41,168,438,5,2.9,41.2,589
785,785,10/15/2021,35,871,705,21,5.0,68.8,900
786,786,12/18/2021,12,971,726,40,4.0,14.1,10
787,787,6/29/2021,20,17,329,48,3.0,71.5,96
788,788,4/10/2021,80,742,793,29,9.7,1.3,384
789,789,3/29/2021,41,1271,760,37,0.8,2.0,851
790,790,8/31/2021,75,1386,146,73,3.0,0.3,698
791,791,12/2/2021,99,533,358,43,0.1,55.7,980
792,792,3/16/2021,68,1102,357,22,1.2,5.0,303
793,793,2/24/2021,28,222,520,44,2.8,26.8,291
794,794,1/6/2021,1,152,754,48,6.5,76.4,654
795,795,3/9/2021,66,611,589,59,8.8,71.4,838
796,796,6/15/2021,64,397,452,71,8.7,11.0,0
797,797,11/25/2021,99,328,701,89,3.9,86.3,592
798,798,10/16/2021,17,1156,13,81,6.0,95.2,355
799,799,6/21/2021,31,809,355,47,4.1,3.5,334
800,800,11/20/2021,38,309,171,77,4.8,34.7,846
801,801,6/3/2021,43,1020,627,8,7.0,24.7,789
802,802,3/31/2021,77,88,487,91,7.3,21.1,932
803,803,8/14/2021,72,396,331,21,5.8,44.0,146
804,804,1/21/2021,16,32,967,93,6.0,26.2,876
805,805,2/5/2021,82,1376,996,26,6.3,31.2,989
806,806,2/13/2021,92,311,696,64,5.0,86.2,140
807,807,1/20/2021,68,1078,979,9,4.6,39.6,981
808,808,2/10/2021,21,1277,291,88,6.0,31.0,87
809,809,11/1/2021,3,1183,18,83,7.7,41.1,534
810,810,6/13/2021,52,1420,569,33,9.9,79.9,773
811,811,3/15/2021,42,382,834,45,5.6,81.4,656
812,812,1/10/2021,96,1244,543,35,4.8,4.6,927
813,813,8/25/2021,5,593,980,15,8.1,74.7,383
814,814,1/31/2021,6,1369,153,7,9.7,99.0,629
815,815,5/9/2021,95,695,962,62,7.8,14.8,865
816,816,1/11/2021,11,223,471,62,1.3,45.6,317
817,817,7/25/2021,25,408,876,78,5.4,78.5,497
818,818,1/27/2021,84,136,288,71,9.4,16.3,381
819,819,11/8/2021,51,1052,183,49,3.5,24.2,441
820,820,5/14/2021,24,1147,412,93,7.5,54.1,714
821,821,11/21/2021,21,156,689,68,6.5,98.5,336
822,822,4/15/2021,6,1094,279,24,8.3,96.6,480
823,823,8/20/2021,38,333,763,60,8.4,62.6,899
824,824,4/2/2021,97,665,946,51,8.8,13.9,399
825,825,4/24/2021,15,191,906,4,0.7,67.9,501
826,826,12/27/2021,23,1430,972,93,2.5,60.2,440
827,827,9/19/2021,9,1005,824,7,0.5,68.3,50
828,828,12/3/2021,96,1313,735,92,9.6,43.6,59
829,829,12/20/2021,70,751,633,60,1.6,53.5,979
830,830,1/23/2021,35,933,826,4,3.6,23.4,244
831,831,4/22/2021,25,609,418,93,5.8,44.9,238
832,832,7/9/2021,0,612,902,1,2.8,99.1,776
833,833,6/10/2021,22,1041,388,68,4.4,26.4,703
834,834,6/18/2021,53,1025,169,92,8.1,94.9,281
835,835,11/4/2021,13,933,255,38,5.7,11.2,829
836,836,10/10/2021,53,1028,242,51,1.2,4.4,874
837,837,3/23/2021,29,1137,995,68,1.1,7.5,120
838,838,5/5/2021,59,939,606,7,8.6,39.7,579
839,839,8/21/2021,31,32,745,53,8.3,57.9,839
840,840,3/12/2021,29,1092,262,21,8.5,67.2,216
841,841,3/19/2021,4,1345,716,52,2.1,33.4,82
842,842,7/6/2021,5,379,729,21,8.1,97.3,263
843,843,7/22/2021,61,326,919,11,0.2,38.7,652
844,844,11/13/2021,28,409,530,14,3.5,81.6,932
845,845,8/20/2021,35,75,101,11,9.9,39.1,266
846,846,7/24/2021,52,1176,587,84,0.5,58.4,329
847,847,1/24/2021,2,965,551,58,5.3,80.4,591
848,848,6/29/2021,33,1074,97,0,1.4,32.1,451
849,849,10/18/2021,13,446,627,82,7.3,58.8,14
850,850,4/27/2021,31,1248,140,81,3.6,45.3,912
851,851,9/16/2021,85,1427,362,85,3.9,10.4,772
852,852,2/21/2021,17,238,247,27,3.7,34.8,909
853,853,12/30/2021,87,178,437,67,5.7,26.6,978
854,854,11/29/2021,82,1382,99,82,7.5,38.3,951
855,855,4/21/2021,71,616,827,24,1.0,59.5,117
856,856,1/6/2021,86,90,593,43,0.0,71.9,756
857,857,7/10/2021,81,78,734,93,1.8,33.8,820
858,858,6/15/2021,82,554,557,57,7.1,50.4,679
859,859,1/9/2021,22,1343,485,28,1.6,84.3,562
860,860,12/12/2021,38,737,860,94,9.4,47.9,538
861,861,11/22/2021,95,852,981,78,6.1,9.2,883
862,862,11/28/2021,84,476,222,58,1.6,41.0,788
863,863,6/7/2021,34,157,369,42,5.8,57.2,979
864,864,6/14/2021,48,559,576,13,1.2,2.2,470
865,865,5/7/2021,23,106,930,25,2.6,27.5,475
866,866,7/8/2021,99,604,161,85,0.7,48.2,2
867,867,5/9/2021,60,162,547,83,8.0,32.6,478
868,868,5/4/2021,69,499,599,64,1.1,17.0,766
869,869,10/2/2021,10,49,352,9,0.4,77.2,530
870,870,11/6/2021,46,162,825,18,6.9,58.8,987
871,871,4/23/2021,71,802,413,91,9.6,66.3,547
872,872,6/24/2021,84,1171,458,72,5.1,89.9,751
873,873,9/27/2021,6,1311,939,31,4.0,76.4,226
874,874,5/3/2021,52,796,277,26,8.7,39.6,208
875,875,7/4/2021,76,658,321,87,1.4,28.3,138
876,876,8/22/2021,90,325,616,28,3.6,56.5,154
877,877,3/30/2021,68,255,89,45,8.4,84.7,403
878,878,1/12/2021,85,1117,573,58,2.5,12.2,811
879,879,9/27/2021,70,1396,951,7,6.2,3.3,710
880,880,4/3/2021,51,48,496,37,7.7,30.1,120
881,881,9/16/2021,19,330,168,84,8.8,24.3,711
882,882,1/24/2021,28,1207,795,55,9.0,66.6,357
883,883,8/14/2021,100,969,553,57,0.3,97.7,655
884,884,11/3/2021,100,698,187,43,5.4,95.8,433
885,885,5/16/2021,92,1405,756,58,1.6,94.4,395
886,886,7/20/2021,43,1106,371,18,3.3,37.5,233
887,887,3/15/2021,87,677,933,39,3.9,84.0,199
888,888,8/16/2021,68,102,373,29,6.8,18.1,330
889,889,5/29/2021,46,444,602,92,7.0,86.3,363
890,890,3/21/2021,59,383,835,59,6.3,17.8,77
891,891,4/29/2021,0,684,909,44,7.9,60.6,493
892,892,8/26/2021,59,243,567,67,1.8,4.9,604
893,893,7/11/2021,67,1291,665,39,8.7,9.0,710
894,894,5/31/2021,4,162,28,36,7.5,81.4,799
895,895,4/7/2021,45,935,281,40,3.2,41.1,515
896,896,12/1/2021,51,585,596,47,6.1,8.2,971
897,897,4/2/2021,37,166,191,54,9.1,61.5,923
898,898,12/29/2021,2,1238,939,87,3.6,10.0,165
899,899,2/14/2021,72,1295,96,20,6.2,73.0,944
900,900,7/17/2021,90,300,132,1,1.0,49.9,567
901,901,2/19/2021,59,433,51,26,8.9,55.3,774
902,902,8/1/2021,77,1118,689,43,1.8,68.1,655
903,903,4/29/2021,67,437,520,75,4.9,55.2,215
904,904,2/17/2021,3,907,803,34,8.0,11.9,110
905,905,2/28/2021,30,367,853,20,9.3,33.2,613
906,906,4/10/2021,0,343,832,64,7.3,69.4,639
907,907,12/18/2021,49,174,714,33,6.2,34.2,366
908,908,3/17/2021,70,439,698,36,2.8,71.4,661
909,909,10/25/2021,9,142,898,16,9.3,21.7,642
910,910,4/1/2021,89,534,136,21,4.0,41.8,84
911,911,12/1/2021,74,1269,360,68,1.1,88.6,531
912,912,11/15/2021,28,85,38,14,8.2,69.4,100
913,913,12/24/2021,17,159,96,98,5.6,85.0,680
914,914,9/4/2021,81,464,955,94,1.2,9.6,937
915,915,5/8/2021,92,493,954,66,2.3,4.0,810
916,916,9/11/2021,90,624,316,68,0.9,45.7,604
917,917,7/18/2021,71,614,910,59,4.0,72.8,801
918,918,11/16/2021,22,7,638,3,7.3,47.1,849
919,919,9/2/2021,62,1401,340,70,3.4,86.2,508
920,920,9/10/2021,100,956,790,10,2.3,24.6,352
921,921,6/15/2021,52,155,357,48,5.3,82.2,792
922,922,2/2/2021,11,147,162,77,4.4,59.2,321
923,923,9/13/2021,35,348,1000,59,7.6,49.9,553
924,924,4/4/2021,98,893,963,97,6.9,33.9,221
925,925,3/23/2021,32,1307,746,20,4.6,28.9,682
926,926,5/14/2021,85,609,614,57,7.1,46.5,567
927,927,6/25/2021,54,829,292,52,6.3,17.3,444
928,928,4/3/2021,33,1309,331,54,1.0,51.4,906
929,929,5/4/2021,36,497,568,89,4.9,6.3,164
930,930,4/2/2021,88,168,828,3,8.8,22.4,942
931,931,7/11/2021,24,743,125,44,9.2,84.3,392
932,932,10/6/2021,83,1237,896,87,9.9,17.5,994
933,933,9/18/2021,1,137,15,17,3.0,2.2,883
934,934,3/31/2021,71,1260,685,10,9.2,27.6,849
935,935,11/5/2021,49,1287,674,25,10.0,31.8,83
936,936,6/5/2021,68,845,988,77,9.6,18.3,242
937,937,11/6/2021,71,131,276,22,3.2,24.0,810
938,938,5/17/2021,87,1222,277,91,7.3,82.0,604
939,939,7/20/2021,63,965,563,26,4.1,69.3,801
940,940,3/18/2021,32,1356,250,49,7.6,83.3,674
941,941,8/20/2021,31,878,573,75,8.3,67.6,222
942,942,8/29/2021,19,138,58,44,5.4,17.7,797
943,943,11/19/2021,19,929,568,62,0.9,48.3,629
944,944,3/4/2021,28,1291,640,74,0.3,96.5,592
945,945,3/22/2021,73,1101,670,55,7.3,44.0,354
946,946,8/18/2021,99,492,623,9,3.1,9.6,312
947,947,7/23/2021,62,1416,210,7,2.9,46.0,795
948,948,2/4/2021,18,1200,797,14,5.5,73.2,815
