transaction_id,customer_id,transaction_date,amount,payment_method,product_id,product_category,quantity,discount_applied,transaction_status
415,788,2020-06-20,8368.31,PayPal,415,electronics,6,True,refunded
416,736,2020-06-05,2171.23,PayPal,416,electronics,6,True,refunded
417,793,2020-07-12,575.9,credit card,417,home goods,78,True,pending
418,897,2021-03-15,1393.48,debit card,418,electronics,64,True,pending
419,998,2020-01-27,9510.57,credit card,419,home goods,94,True,pending
420,804,2020-11-01,499.51,debit card,420,electronics,89,True,refunded
421,907,2020-12-18,7958.14,credit card,421,clothing,44,True,completed
422,177,2021-09-10,9074.92,debit card,422,home goods,76,True,completed
423,921,2020-07-21,5536.73,debit card,423,home goods,1,True,refunded
424,556,2021-10-18,5715.59,credit card,424,electronics,35,True,refunded
425,187,2021-10-11,74.72,PayPal,425,electronics,66,True,refunded
426,322,2021-03-28,3171.51,credit card,426,electronics,32,True,refunded
427,573,2020-01-09,7881.65,debit card,427,clothing,82,True,refunded
428,938,2021-06-24,8327.59,debit card,428,home goods,95,True,refunded
429,834,2021-06-05,1631.62,debit card,429,electronics,86,True,pending
430,638,2020-03-04,7217.99,PayPal,430,clothing,87,True,pending
431,849,2021-11-24,8626.25,credit card,431,clothing,71,True,refunded
432,350,2021-02-16,3716.74,PayPal,432,home goods,7,True,refunded
433,913,2021-03-31,5390.88,PayPal,433,clothing,79,True,refunded
434,407,2021-11-01,7488.89,debit card,434,electronics,25,True,pending
435,380,2020-11-24,2322.73,credit card,435,home goods,24,True,refunded
436,463,2020-02-25,4161.73,credit card,436,home goods,41,True,pending
437,289,2021-05-06,7913.76,PayPal,437,electronics,74,True,refunded
438,559,2020-06-14,4794.09,credit card,438,electronics,19,True,refunded
439,266,2021-08-28,8813.7,debit card,439,electronics,55,True,refunded
440,368,2021-12-02,8211.88,credit card,440,electronics,46,True,refunded
441,559,2021-06-24,9740.08,credit card,441,clothing,42,True,refunded
442,559,2020-12-04,6163.48,debit card,442,electronics,71,True,refunded
443,165,2021-06-29,5519.31,debit card,443,clothing,19,True,completed
444,348,2021-05-09,5326.67,debit card,444,electronics,57,True,refunded
445,938,2020-10-09,4000.09,credit card,445,home goods,11,True,refunded
446,893,2021-03-25,1885.1,PayPal,446,clothing,34,True,refunded
447,353,2021-09-26,6340.27,PayPal,447,electronics,19,True,completed
448,762,2020-02-24,4118.92,credit card,448,home goods,53,True,refunded
449,670,2021-02-25,270.66,credit card,449,electronics,51,True,pending
450,822,2021-05-25,9470.55,PayPal,450,electronics,81,True,pending
451,188,2020-11-11,4872.03,PayPal,451,electronics,68,True,completed
452,114,2021-03-31,2035.08,PayPal,452,clothing,23,True,refunded
453,419,2021-01-23,3862.93,PayPal,453,electronics,89,True,refunded
454,918,2020-09-16,7471.62,credit card,454,clothing,29,True,refunded
455,893,2020-09-12,917.45,PayPal,455,electronics,98,True,pending
456,913,2021-08-21,3240.55,credit card,456,electronics,53,True,completed
457,259,2021-03-07,3788.31,credit card,457,home goods,42,True,completed
458,727,2020-12-27,6050.38,credit card,458,electronics,10,True,completed
459,92,2020-02-21,2396.27,credit card,459,home goods,82,True,refunded
460,996,2020-01-02,7554.43,PayPal,460,home goods,91,True,pending
461,659,2020-06-19,6345.6,credit card,461,electronics,17,True,completed
462,92,2021-12-21,7156.12,PayPal,462,home goods,66,True,refunded
463,837,2020-05-27,9839.09,PayPal,463,electronics,21,True,completed
464,223,2020-07-12,622.52,PayPal,464,home goods,33,True,pending
465,237,2020-06-01,5756.64,debit card,465,clothing,2,True,completed
466,502,2021-02-14,9511.14,PayPal,466,clothing,15,True,pending
467,311,2021-06-26,9125.07,PayPal,467,home goods,95,True,completed
468,271,2020-07-05,2174.54,debit card,468,electronics,7,True,completed
469,30,2021-07-28,4721.17,debit card,469,home goods,98,True,completed
470,763,2020-06-08,5159.62,debit card,470,electronics,48,True,refunded
471,79,2020-11-10,9504.68,debit card,471,clothing,16,True,pending
472,667,2020-03-01,3103.29,debit card,472,clothing,99,True,pending
473,879,2021-11-03,1538.9,PayPal,473,clothing,71,True,completed
474,367,2020-05-10,7163.36,debit card,474,clothing,87,True,completed
475,976,2021-06-06,1753.04,credit card,475,clothing,93,True,refunded
476,618,2020-12-17,5200.91,credit card,476,electronics,13,True,refunded
477,755,2020-12-02,5481.64,credit card,477,electronics,53,True,pending
478,902,2020-08-19,6239.57,credit card,478,electronics,28,True,refunded
479,348,2021-02-27,4427.79,PayPal,479,electronics,42,True,pending
480,443,2021-07-02,6034.51,PayPal,480,clothing,87,True,completed
481,649,2020-03-07,2321.3,PayPal,481,electronics,3,True,completed
482,499,2021-11-24,8535.79,PayPal,482,electronics,2,True,refunded
483,42,2020-03-20,2596.04,PayPal,483,clothing,90,True,completed
484,50,2020-02-29,9768.73,debit card,484,home goods,100,True,completed
485,720,2020-06-29,7659.27,credit card,485,clothing,42,True,pending
486,61,2020-11-27,2910.08,credit card,486,clothing,55,True,pending
487,374,2020-02-26,6094.27,debit card,487,clothing,96,True,pending
488,660,2020-10-16,9038.51,credit card,488,home goods,93,True,pending
489,387,2020-07-05,9372.5,debit card,489,home goods,92,True,completed
490,38,2021-11-16,2897.56,credit card,490,clothing,47,True,completed
491,596,2021-12-29,3149.05,debit card,491,clothing,54,True,refunded
492,184,2021-12-01,8333.66,debit card,492,clothing,81,True,completed
493,423,2021-12-26,304.92,credit card,493,electronics,88,True,pending
494,226,2021-11-20,7485.74,credit card,494,clothing,6,True,completed
495,643,2020-07-31,9236.26,PayPal,495,clothing,33,True,refunded
496,447,2021-08-25,173.93,PayPal,496,clothing,76,True,completed
497,469,2021-09-19,1574.79,credit card,497,electronics,22,True,pending
498,315,2020-08-29,3947.88,debit card,498,electronics,7,True,pending
499,993,2021-08-22,653.34,PayPal,499,home goods,24,True,completed
500,260,2020-02-25,9402.97,credit card,500,clothing,23,True,completed
501,821,2020-11-16,8056.9,credit card,501,clothing,46,True,pending
502,125,2021-06-29,9808.36,debit card,502,clothing,65,True,refunded
503,361,2021-06-18,492.29,PayPal,503,electronics,84,True,completed
504,927,2021-11-26,8790.76,credit card,504,clothing,70,True,refunded
505,550,2021-02-06,8214.94,PayPal,505,home goods,99,True,completed
506,637,2021-09-24,2384.1,PayPal,506,clothing,32,True,pending
507,630,2021-07-21,7868.59,PayPal,507,electronics,12,True,completed
508,20,2020-11-12,8163.82,debit card,508,clothing,20,True,pending
509,953,2020-11-30,6135.31,debit card,509,electronics,100,True,completed
510,307,2021-10-22,8978.91,PayPal,510,clothing,21,True,completed
511,499,2021-12-09,561.72,debit card,511,clothing,31,True,refunded
512,647,2020-02-29,8283.98,PayPal,512,electronics,8,True,refunded
513,275,2021-04-03,6254.52,credit card,513,home goods,82,True,pending
514,336,2020-01-16,2726.86,PayPal,514,home goods,30,True,pending
515,184,2020-08-31,5388.98,credit card,515,home goods,46,True,pending
516,775,2021-02-05,5967.64,debit card,516,home goods,42,True,refunded
517,261,2021-02-04,8490.84,PayPal,517,electronics,54,True,completed
518,551,2020-12-07,388.38,debit card,518,electronics,31,True,completed
519,282,2021-02-07,5216.72,debit card,519,electronics,75,True,refunded
520,187,2021-09-29,1251.78,credit card,520,home goods,47,True,pending
521,47,2020-02-11,2028.49,PayPal,521,clothing,12,True,refunded
522,738,2021-10-20,9598.08,credit card,522,clothing,7,True,pending
523,157,2020-07-06,5265.05,debit card,523,clothing,77,True,pending
524,953,2021-08-26,1613.07,credit card,524,home goods,54,True,refunded
525,943,2020-03-28,3678.42,credit card,525,clothing,47,True,completed
526,852,2021-09-15,8987.8,PayPal,526,electronics,65,True,pending
527,51,2021-08-19,8711.19,PayPal,527,clothing,52,True,completed
528,539,2020-05-27,1748.62,debit card,528,clothing,5,True,refunded
529,78,2020-05-19,8449.92,credit card,529,electronics,1,True,refunded
530,697,2021-09-07,3086.55,debit card,530,home goods,83,True,refunded
531,325,2021-01-07,3712.04,debit card,531,electronics,21,True,completed
532,491,2021-04-07,4633.11,credit card,532,home goods,39,True,completed
533,189,2020-08-28,5107.17,PayPal,533,electronics,68,True,pending
534,788,2020-08-16,8288.74,PayPal,534,clothing,4,True,refunded
535,855,2020-08-22,4541.2,PayPal,535,home goods,41,True,completed
536,277,2020-03-05,6988.2,debit card,536,home goods,75,True,refunded
537,839,2020-10-22,9768.04,credit card,537,home goods,20,True,refunded
538,522,2021-08-30,6407.73,PayPal,538,electronics,85,True,refunded
539,789,2020-01-19,4958.92,PayPal,539,electronics,84,True,refunded
540,656,2021-10-16,7049.47,credit card,540,electronics,42,True,refunded
541,923,2020-10-28,9299.42,credit card,541,home goods,95,True,pending
542,668,2021-02-06,8835.86,credit card,542,clothing,99,True,completed
543,917,2021-06-28,1996.8,credit card,543,clothing,73,True,refunded
544,135,2020-06-15,7660.99,PayPal,544,home goods,13,True,refunded
545,104,2020-05-31,791.92,debit card,545,home goods,2,True,completed
546,204,2021-11-22,741.78,PayPal,546,home goods,94,True,refunded
547,19,2021-02-15,3274.02,PayPal,547,clothing,17,True,pending
548,523,2020-08-13,6840.1,PayPal,548,home goods,29,True,refunded
549,773,2020-03-01,1746.81,PayPal,549,electronics,56,True,refunded
550,473,2021-05-05,1446.49,credit card,550,electronics,83,True,completed
551,117,2021-04-17,8838.28,credit card,551,clothing,91,True,pending
552,977,2020-07-08,6257.43,credit card,552,electronics,80,True,pending
553,944,2020-10-09,2288.36,PayPal,553,clothing,19,True,refunded
554,823,2021-12-19,2038.06,debit card,554,clothing,96,True,refunded
555,263,2020-01-10,3218.95,credit card,555,electronics,14,True,completed
556,164,2020-08-16,3349.32,PayPal,556,clothing,70,True,completed
557,905,2021-08-28,3973.63,debit card,557,electronics,62,True,pending
558,59,2020-03-03,8339.74,PayPal,558,home goods,48,True,pending
559,156,2020-07-27,4265.91,debit card,559,home goods,91,True,completed
560,417,2021-08-22,5916.65,credit card,560,clothing,83,True,refunded
561,610,2020-10-28,5867.84,debit card,561,electronics,73,True,completed
562,904,2020-02-03,4059.7,credit card,562,clothing,80,True,refunded
563,105,2021-01-10,801.63,debit card,563,electronics,31,True,pending
564,107,2021-06-19,3064.64,debit card,564,clothing,50,True,pending
565,311,2020-10-13,5373.96,PayPal,565,electronics,4,True,completed
566,772,2020-12-21,6484.43,PayPal,566,home goods,95,True,pending
567,914,2021-05-19,6561.69,credit card,567,electronics,13,True,refunded
568,233,2021-07-01,5833.33,debit card,568,home goods,22,True,refunded
569,271,2021-11-01,5490.15,PayPal,569,home goods,25,True,completed
570,706,2020-01-22,7777.56,credit card,570,home goods,18,True,pending
571,478,2020-05-08,8713.65,debit card,571,home goods,13,True,refunded
572,219,2021-07-13,4181.09,credit card,572,home goods,22,True,pending
573,476,2021-04-26,3002.34,PayPal,573,home goods,11,True,pending
574,136,2021-12-11,2111.31,debit card,574,home goods,47,True,completed
575,199,2021-07-03,225.39,credit card,575,clothing,65,True,completed
576,181,2021-12-09,2349.45,PayPal,576,home goods,93,True,pending
577,842,2020-05-17,5783.69,PayPal,577,electronics,6,True,completed
578,264,2020-11-20,6265.19,credit card,578,home goods,75,True,pending
579,481,2020-07-29,6041.09,credit card,579,home goods,47,True,pending
580,112,2020-06-06,7726.8,PayPal,580,clothing,28,True,refunded
581,159,2020-04-02,8494.59,PayPal,581,electronics,96,True,pending
582,411,2021-07-04,6722.91,PayPal,582,home goods,12,True,pending
583,955,2021-07-30,5426.52,debit card,583,clothing,42,True,completed
584,140,2021-12-13,4543.74,credit card,584,clothing,20,True,pending
585,911,2021-03-17,1123.22,debit card,585,clothing,100,True,completed
586,401,2020-02-22,9385.22,PayPal,586,clothing,15,True,completed
587,947,2021-04-30,4379.32,debit card,587,electronics,87,True,completed
588,358,2020-10-27,5942.77,debit card,588,clothing,60,True,completed
589,649,2020-06-13,2922.05,PayPal,589,clothing,34,True,refunded
590,983,2021-04-07,1616.79,PayPal,590,home goods,57,True,completed
591,759,2020-04-11,2126.32,credit card,591,clothing,76,True,completed
592,521,2021-02-20,1100.3,credit card,592,home goods,92,True,refunded
593,886,2020-09-07,1487.63,PayPal,593,home goods,76,True,pending
594,269,2020-07-27,4752.96,debit card,594,home goods,86,True,completed
595,681,2020-02-27,123.19,PayPal,595,clothing,78,True,completed
596,686,2020-04-08,5108.28,credit card,596,clothing,47,True,pending
597,984,2020-06-27,2523.77,credit card,597,home goods,16,True,completed
598,863,2021-06-22,7976.43,credit card,598,clothing,9,True,pending
599,561,2021-01-15,8124.56,credit card,599,clothing,19,True,completed
600,604,2020-01-20,4087.07,credit card,600,home goods,17,True,completed
601,107,2021-04-17,5254.28,debit card,601,electronics,35,True,completed
602,967,2020-11-29,6161.71,debit card,602,home goods,43,True,pending
603,57,2020-08-24,4950.26,PayPal,603,electronics,89,True,completed
604,365,2020-11-04,6969.16,debit card,604,clothing,50,True,completed
605,191,2021-08-18,5101.72,debit card,605,home goods,24,True,refunded
606,816,2021-12-10,2857.25,credit card,606,home goods,11,True,refunded
607,336,2020-08-10,2150.24,PayPal,607,clothing,69,True,pending
608,676,2020-11-23,4954.09,PayPal,608,home goods,39,True,completed
609,687,2021-04-18,4437.88,credit card,609,electronics,21,True,pending
610,614,2021-08-03,6729.9,PayPal,610,electronics,47,True,refunded
611,392,2021-12-22,6903.87,PayPal,611,clothing,85,True,pending
612,812,2020-09-28,4554.61,credit card,612,clothing,21,True,completed
613,281,2020-12-02,8625.26,credit card,613,home goods,74,True,pending
614,380,2020-09-20,1812.69,PayPal,614,electronics,22,True,pending
615,194,2021-02-21,1074.07,credit card,615,clothing,85,True,pending
616,222,2021-02-03,5448.71,debit card,616,electronics,87,True,completed
617,73,2021-01-28,4557.43,PayPal,617,home goods,80,True,pending
618,811,2021-09-03,4498.16,debit card,618,clothing,14,True,refunded
619,701,2020-07-09,2308.21,credit card,619,clothing,25,True,refunded
620,680,2020-01-23,7528.73,PayPal,620,home goods,91,True,completed
621,79,2020-10-15,2013.8,debit card,621,electronics,43,True,completed
622,804,2020-07-07,323.55,debit card,622,home goods,83,True,refunded
623,189,2020-08-16,6153.47,credit card,623,electronics,33,True,refunded
624,427,2021-09-28,9064.25,PayPal,624,electronics,79,True,pending
625,520,2020-11-26,1644.66,PayPal,625,electronics,49,True,pending
626,505,2021-12-14,7999.9,credit card,626,clothing,89,True,completed
627,401,2020-12-26,9409.82,debit card,627,clothing,66,True,completed
628,250,2021-08-07,5277.73,PayPal,628,clothing,78,True,completed
629,560,2021-07-20,7216.95,credit card,629,home goods,55,True,pending
630,757,2021-01-23,9391.14,debit card,630,home goods,80,True,completed
631,852,2021-02-06,8784.14,PayPal,631,clothing,25,True,completed
632,757,2020-11-22,5037.79,PayPal,632,home goods,33,True,pending
633,192,2021-08-03,6902.62,debit card,633,home goods,20,True,pending
634,569,2021-12-16,371.65,PayPal,634,clothing,74,True,refunded
635,646,2021-03-06,8333.11,PayPal,635,clothing,38,True,refunded
636,803,2020-04-18,4545.82,debit card,636,home goods,64,True,completed
637,515,2020-08-11,8139.52,debit card,637,clothing,3,True,completed
638,576,2021-03-28,434.44,debit card,638,home goods,6,True,pending
639,179,2021-02-23,2783.04,debit card,639,clothing,87,True,completed
640,667,2020-04-28,7033.99,PayPal,640,clothing,30,True,pending
641,692,2021-06-25,5403.74,debit card,641,clothing,98,True,completed
642,902,2021-07-08,9465.33,PayPal,642,clothing,62,True,refunded
643,31,2020-01-28,4750.81,debit card,643,clothing,7,True,pending
644,722,2020-03-27,2328.62,PayPal,644,home goods,29,True,completed
645,360,2020-07-20,9955.29,credit card,645,clothing,15,True,completed
646,109,2020-09-09,6606.06,debit card,646,electronics,46,True,refunded
647,942,2020-02-15,7170.79,debit card,647,home goods,96,True,completed
648,306,2020-05-25,1342.92,PayPal,648,home goods,68,True,refunded
649,801,2021-04-15,3804.92,debit card,649,home goods,50,True,pending
650,631,2021-07-22,6045.09,PayPal,650,clothing,6,True,pending
651,354,2021-03-27,1560.82,credit card,651,electronics,58,True,refunded
652,723,2021-07-17,8562.56,debit card,652,home goods,41,True,refunded
653,948,2020-12-25,4235.69,debit card,653,electronics,53,True,completed
654,23,2020-10-21,9933.03,debit card,654,electronics,98,True,pending
655,812,2021-02-01,6454.23,debit card,655,home goods,84,True,pending
656,126,2020-07-15,7775.6,credit card,656,clothing,17,True,pending
657,240,2020-03-01,9960.47,PayPal,657,electronics,52,True,pending
658,91,2021-09-26,2070.99,PayPal,658,electronics,40,True,refunded
659,595,2021-11-29,8430.27,credit card,659,electronics,53,True,pending
660,855,2020-10-30,8702.69,PayPal,660,clothing,11,True,pending
661,552,2021-04-22,9641.18,PayPal,661,home goods,75,True,pending
662,818,2021-03-27,7381.89,credit card,662,home goods,21,True,pending
663,168,2021-11-14,8995.02,credit card,663,home goods,72,True,refunded
664,278,2021-07-09,2425.7,debit card,664,electronics,29,True,pending
665,590,2020-05-16,8770.74,debit card,665,home goods,29,True,completed
666,645,2021-08-01,4131.73,debit card,666,electronics,74,True,refunded
667,931,2020-01-13,7556.22,debit card,667,electronics,83,True,refunded
668,714,2020-05-24,4238.47,PayPal,668,home goods,39,True,completed
669,479,2020-04-27,8067.87,debit card,669,clothing,36,True,completed
670,456,2020-03-30,2787.87,debit card,670,home goods,6,True,completed
671,386,2021-12-08,2900.65,PayPal,671,clothing,36,True,refunded
672,265,2021-12-03,7615.62,PayPal,672,home goods,47,True,refunded
673,842,2021-02-26,9499.96,debit card,673,electronics,5,True,refunded
674,998,2021-07-10,9492.67,debit card,674,electronics,13,True,pending
675,250,2021-02-21,1049.02,debit card,675,electronics,73,True,completed
676,547,2020-09-08,9932.72,PayPal,676,electronics,32,True,completed
677,144,2021-08-02,8465.13,credit card,677,home goods,39,True,pending
678,590,2020-06-16,7030.18,debit card,678,home goods,16,True,pending
679,734,2021-03-24,8594.58,credit card,679,home goods,41,True,completed
680,263,2020-07-30,8635.29,credit card,680,home goods,22,True,pending
681,836,2021-07-24,1844.55,PayPal,681,clothing,23,True,completed
682,361,2021-04-21,5149.05,PayPal,682,clothing,83,True,pending
683,608,2020-03-17,514.88,debit card,683,clothing,85,True,completed
684,98,2020-04-06,9862.65,credit card,684,clothing,87,True,refunded
685,594,2021-06-09,3240.48,credit card,685,home goods,78,True,refunded
686,208,2020-10-03,3787.7,PayPal,686,home goods,67,True,completed
687,927,2020-01-08,7103.12,credit card,687,electronics,94,True,pending
688,533,2020-05-13,4305.88,credit card,688,home goods,68,True,pending
689,836,2021-12-21,7407.68,credit card,689,clothing,1,True,completed
690,872,2021-12-25,788.28,PayPal,690,electronics,5,True,pending
691,608,2021-06-13,3877.66,credit card,691,home goods,74,True,refunded
692,754,2021-04-04,9446.53,debit card,692,home goods,42,True,pending
693,917,2021-11-15,1382.21,debit card,693,home goods,83,True,completed
694,832,2021-12-01,1161.88,credit card,694,electronics,64,True,pending
695,22,2021-07-04,7775.66,credit card,695,electronics,52,True,pending
696,328,2021-11-10,1076.02,debit card,696,home goods,92,True,completed
697,793,2020-02-10,1036.7,credit card,697,clothing,22,True,pending
698,631,2021-02-01,8151.35,PayPal,698,electronics,92,True,pending
699,309,2021-02-28,9933.53,credit card,699,home goods,99,True,refunded
700,583,2020-06-21,9132.83,credit card,700,home goods,32,True,refunded
701,29,2021-07-08,4442.0,PayPal,701,electronics,30,True,refunded
702,815,2020-04-06,6691.82,debit card,702,clothing,47,True,refunded
703,925,2021-04-27,9394.74,PayPal,703,electronics,90,True,completed
704,337,2020-01-25,4637.27,PayPal,704,clothing,23,True,pending
705,896,2021-07-11,510.87,credit card,705,home goods,76,True,pending
706,378,2020-01-25,1554.2,credit card,706,electronics,73,True,refunded
707,482,2020-03-05,2927.78,debit card,707,home goods,77,True,pending
708,385,2021-07-18,8552.83,PayPal,708,home goods,4,True,refunded
709,188,2020-07-02,7822.72,debit card,709,home goods,42,True,pending
710,947,2020-04-12,4830.12,PayPal,710,electronics,45,True,completed
711,269,2021-06-21,3212.12,PayPal,711,home goods,53,True,completed
712,102,2021-02-20,4952.07,PayPal,712,home goods,62,True,completed
713,321,2020-07-23,3043.62,debit card,713,home goods,18,True,completed
714,485,2020-11-27,1766.91,credit card,714,electronics,84,True,completed
715,346,2021-06-10,2997.74,debit card,715,clothing,28,True,refunded
716,515,2020-10-20,4009.18,credit card,716,electronics,46,True,pending
717,28,2020-03-19,3963.7,debit card,717,electronics,25,True,completed
718,833,2021-01-13,7759.02,debit card,718,clothing,95,True,pending
719,116,2021-02-10,2411.96,credit card,719,electronics,87,True,refunded
720,878,2020-07-05,2188.65,PayPal,720,home goods,99,True,refunded
721,235,2020-09-18,6544.88,credit card,721,home goods,76,True,refunded
722,161,2020-02-01,5080.99,credit card,722,electronics,98,True,pending
723,441,2020-05-02,135.25,PayPal,723,electronics,71,True,completed
724,276,2021-08-03,2370.21,PayPal,724,home goods,89,True,completed
725,812,2020-07-17,7335.45,credit card,725,clothing,10,True,pending
726,378,2021-11-25,4856.03,credit card,726,electronics,28,True,completed
727,83,2021-10-23,209.88,credit card,727,clothing,14,True,pending
728,359,2020-08-13,8532.15,PayPal,728,clothing,80,True,completed
729,208,2021-03-09,1140.35,credit card,729,electronics,47,True,refunded
730,535,2020-03-01,8412.45,PayPal,730,home goods,97,True,completed
731,113,2020-05-19,8488.27,PayPal,731,electronics,10,True,completed
732,741,2021-05-24,8653.94,credit card,732,electronics,38,True,completed
733,755,2020-09-21,6565.85,debit card,733,clothing,79,True,completed
734,575,2020-07-13,147.64,debit card,734,clothing,16,True,completed
735,936,2021-06-22,1065.99,credit card,735,clothing,17,True,refunded
736,410,2020-01-07,5228.34,credit card,736,clothing,95,True,completed
737,620,2021-01-30,3992.13,debit card,737,clothing,27,True,completed
738,700,2020-01-22,6430.59,debit card,738,home goods,83,True,pending
739,184,2021-09-21,3147.88,credit card,739,home goods,88,True,refunded
740,80,2021-08-02,4266.13,debit card,740,clothing,70,True,completed
741,834,2020-11-14,1818.4,PayPal,741,home goods,64,True,pending
742,633,2020-03-01,3352.99,credit card,742,electronics,5,True,refunded
743,774,2020-03-18,2919.47,debit card,743,home goods,78,True,refunded
744,477,2020-03-09,1809.02,debit card,744,home goods,97,True,pending
745,977,2020-02-10,1945.99,debit card,745,home goods,75,True,refunded
746,32,2020-07-20,4424.74,credit card,746,clothing,94,True,completed
747,998,2020-12-24,7884.62,credit card,747,home goods,9,True,refunded
748,994,2020-08-04,9079.99,debit card,748,electronics,20,True,pending
749,141,2020-10-22,3747.55,PayPal,749,home goods,31,True,completed
750,174,2021-03-14,8508.54,PayPal,750,electronics,92,True,refunded
751,502,2021-12-04,3786.54,PayPal,751,electronics,27,True,pending
752,456,2020-07-28,4779.5,PayPal,752,home goods,16,True,refunded
753,202,2020-09-26,6399.81,credit card,753,home goods,37,True,refunded
754,375,2020-08-13,4385.47,debit card,754,clothing,2,True,refunded
755,532,2020-09-12,6863.62,credit card,755,home goods,34,True,pending
756,105,2021-03-06,1222.09,debit card,756,home goods,47,True,completed
757,666,2020-01-18,4585.28,PayPal,757,electronics,42,True,refunded
758,458,2020-01-05,9085.89,credit card,758,home goods,96,True,completed
759,895,2020-10-07,9296.97,PayPal,759,home goods,97,True,pending
760,368,2021-10-18,7449.17,debit card,760,clothing,40,True,pending
761,524,2021-02-12,6013.13,debit card,761,electronics,51,True,pending
762,473,2021-07-28,9248.39,PayPal,762,home goods,43,True,pending
763,920,2021-01-12,558.85,credit card,763,clothing,36,True,completed
764,154,2020-05-11,4694.36,credit card,764,electronics,17,True,completed
765,291,2021-06-20,3728.11,debit card,765,clothing,47,True,refunded
766,718,2021-07-14,592.31,PayPal,766,home goods,96,True,completed
767,779,2021-01-26,163.9,debit card,767,home goods,44,True,refunded
768,641,2021-05-16,8914.39,credit card,768,home goods,67,True,completed
769,610,2021-01-21,7446.02,PayPal,769,clothing,33,True,pending
770,946,2020-03-29,9576.61,debit card,770,clothing,26,True,refunded
771,521,2021-01-31,5168.24,PayPal,771,home goods,43,True,pending
772,546,2020-10-13,7797.77,PayPal,772,electronics,47,True,refunded
773,678,2020-08-12,9809.29,PayPal,773,electronics,15,True,completed
774,25,2021-10-04,3922.76,debit card,774,home goods,97,True,completed
775,427,2021-01-10,2691.7,debit card,775,clothing,77,True,pending
776,150,2021-11-09,8888.0,debit card,776,electronics,30,True,completed
777,969,2020-01-28,9465.46,PayPal,777,clothing,63,True,completed
778,530,2021-09-22,6719.17,credit card,778,home goods,96,True,completed
779,287,2021-08-15,9953.46,PayPal,779,clothing,93,True,pending
780,485,2021-03-16,6998.97,PayPal,780,home goods,5,True,completed
781,545,2020-08-17,3219.94,credit card,781,electronics,6,True,completed
782,412,2021-10-05,3785.98,debit card,782,home goods,52,True,pending
783,593,2020-02-07,470.85,debit card,783,clothing,42,True,refunded
784,586,2020-09-20,487.38,credit card,784,electronics,55,True,pending
785,971,2021-05-09,8774.24,debit card,785,home goods,82,True,completed
786,516,2021-02-04,5343.73,debit card,786,clothing,6,True,completed
787,60,2021-02-02,6820.38,credit card,787,electronics,31,True,refunded
788,896,2021-07-06,2287.9,debit card,788,electronics,49,True,pending
789,659,2021-11-10,8207.97,PayPal,789,clothing,47,True,pending
790,997,2020-12-23,9638.94,PayPal,790,clothing,66,True,refunded
791,28,2020-03-10,646.19,debit card,791,clothing,71,True,pending
792,376,2020-04-29,7383.24,credit card,792,clothing,86,True,completed
793,666,2021-02-07,9247.82,credit card,793,home goods,54,True,pending
794,483,2020-09-06,7736.66,PayPal,794,clothing,43,True,pending
795,806,2020-08-20,7738.65,PayPal,795,electronics,33,True,refunded
796,223,2021-12-11,869.11,credit card,796,electronics,24,True,completed
797,11,2020-05-16,2129.73,credit card,797,home goods,14,True,refunded
798,742,2020-07-11,6973.13,debit card,798,electronics,51,True,pending
799,168,2020-08-08,9374.85,credit card,799,clothing,27,True,refunded
800,925,2020-03-04,5883.99,debit card,800,electronics,47,True,completed
801,863,2021-02-04,2106.21,PayPal,801,electronics,36,True,refunded
802,459,2020-02-17,6502.22,debit card,802,electronics,54,True,pending
803,139,2021-06-26,3773.87,debit card,803,home goods,87,True,pending
804,573,2021-04-25,8583.03,credit card,804,home goods,49,True,refunded
805,644,2021-03-10,1093.97,PayPal,805,home goods,69,True,refunded
806,98,2020-02-15,319.19,credit card,806,electronics,4,True,refunded
807,841,2021-10-11,1155.81,PayPal,807,electronics,68,True,refunded
808,459,2021-02-04,5360.31,PayPal,808,clothing,24,True,pending
809,202,2021-04-14,270.9,debit card,809,clothing,87,True,pending
810,658,2021-12-01,5958.24,credit card,810,electronics,54,True,pending
811,278,2021-10-06,5533.33,PayPal,811,electronics,78,True,pending
812,844,2020-01-03,4179.17,PayPal,812,clothing,12,True,refunded
813,405,2020-06-22,5788.68,debit card,813,home goods,62,True,completed
814,677,2021-08-04,2173.77,debit card,814,home goods,92,True,completed
815,516,2021-02-18,9030.32,PayPal,815,electronics,46,True,pending
816,269,2021-07-28,5927.58,PayPal,816,electronics,3,True,completed
817,189,2020-06-27,3462.33,PayPal,817,clothing,81,True,pending
818,292,2021-01-17,7321.03,PayPal,818,clothing,22,True,refunded
819,369,2021-06-27,9518.15,PayPal,819,electronics,15,True,completed
820,559,2021-08-15,8279.29,debit card,820,clothing,46,True,completed
821,682,2021-05-01,3319.66,PayPal,821,electronics,33,True,refunded
822,781,2020-06-01,2891.94,credit card,822,clothing,92,True,pending
823,800,2020-12-17,1552.11,PayPal,823,home goods,58,True,pending
824,53,2020-12-20,7137.84,PayPal,824,clothing,29,True,pending
825,210,2020-01-21,8038.63,debit card,825,home goods,100,True,refunded
826,175,2020-01-18,1937.42,PayPal,826,clothing,43,True,completed
827,707,2020-04-03,3841.13,credit card,827,home goods,77,True,pending
828,777,2020-01-01,1384.64,debit card,828,home goods,61,True,completed
829,890,2021-10-15,9987.79,PayPal,829,home goods,44,True,pending
